email;company;sector;location;vehicles;phone;website;score;ai_score;status;contact_person;source;created_at
info@wn-afval.nl;West-Nederland Afval;afvalverwerking;Nederland;165;;www.wn-afval.nl;60;0;discovered;;ai_discovery;2026-03-24 12:09:54
info@rws-afval.nl;Regional Waste Systems;afvalverwerking;Nederland;75;;www.rws-afval.nl;60;0;discovered;;ai_discovery;2026-03-24 12:09:54
info@greentech-sol.nl;Greentech Solutions;afvalverwerking;Nederland;50;;www.greentech-sol.nl;60;0;discovered;;ai_discovery;2026-03-24 12:09:54
info@afvalcircuits.nl;Afval Circuits;afvalverwerking;Nederland;110;;www.afvalcircuits.nl;60;0;discovered;;ai_discovery;2026-03-24 12:09:54
info@odgroningen.nl;Omgevingsdiensten Groningen;afvalverwerking;Nederland;85;;www.odgroningen.nl;60;0;discovered;;ai_discovery;2026-03-24 12:09:54
info@darambulance.nl;DAR Ambulance Services;ambulance;Nederland;60;;www.darambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:18:27
info@mobilemedicaalezorg.nl;Mobiele Medische Zorg;ambulance;Nederland;85;;www.mobilemedicaalezorg.nl;60;80;discovered;;ai_discovery;2026-03-23 09:18:27
info@safecarebv.nl;SafeCare Ambulances;ambulance;Nederland;70;;www.safecarebv.nl;60;80;discovered;;ai_discovery;2026-03-23 09:18:27
info@urgentcaretransport.nl;Urgent Care Transport;ambulance;Nederland;52;;www.urgentcaretransport.nl;60;80;discovered;;ai_discovery;2026-03-23 09:18:27
info@geldersambulancentrum.nl;Gelders Ambulance Centrum;ambulance;Nederland;65;;www.geldersambulancentrum.nl;60;80;discovered;;ai_discovery;2026-03-23 09:18:27
info@utrechtmedisch.nl;Utrecht Medisch Transport;ambulance;Nederland;55;;www.utrechtmedisch.nl;60;80;discovered;;ai_discovery;2026-03-23 09:18:27
info@nh-ambulance.nl;Noord-Holland Ambulance;ambulance;Nederland;58;;www.nh-ambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:18:27
info@medicalishenood.nl;Medische Noodinfrastructuur;ambulance;Nederland;110;;www.medicalishenood.nl;60;80;discovered;;ai_discovery;2026-03-23 09:18:27
info@ambulanceservicesnoordn.nl;Ambulance Services Noord;ambulance;Nederland;85;;www.ambulanceservicesnoordn.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@onad.nl;Oost-Nederlandse Ambulancedienst;ambulance;Nederland;120;;www.onad.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@ambulancewest.nl;Ambulance West;ambulance;Nederland;200;;www.ambulancewest.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@zhambulance.nl;Zuid-Hollandse Ambulancezorg;ambulance;Nederland;180;;www.zhambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@limburgseambulance.nl;Limburgse Ambulancezorg;ambulance;Nederland;110;;www.limburgseambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@utrechtambulanc.nl;Utrecht Ambulancedienst;ambulance;Nederland;155;;www.utrechtambulanc.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@ambulancenoorbrabant.nl;Ambulancezorg Noord-Brabant;ambulance;Nederland;165;;www.ambulancenoorbrabant.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@zeeuwambulanc.nl;Zeeuw Ambulanceservice;ambulance;Nederland;55;;www.zeeuwambulanc.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@amstmedtrans.nl;Amsterdam Medical Transport;ambulance;Nederland;90;;www.amstmedtrans.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@gvambulance.nl;Gooi & Vechtstreek Ambulance;ambulance;Nederland;60;;www.gvambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@denhaagambulanc.nl;Den Haag Ambulancedienst;ambulance;Nederland;140;;www.denhaagambulanc.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@leidenambulance.nl;Leiden Ambulancezorg;ambulance;Nederland;55;;www.leidenambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@haarlamambulanc.nl;Haarlem Ambulanceservice;ambulance;Nederland;65;;www.haarlamambulanc.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@groningenmedtrans.nl;Groningen Medical Transport;ambulance;Nederland;70;;www.groningenmedtrans.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@eindhovenambulance.nl;Eindhoven Ambulancedienst;ambulance;Nederland;95;;www.eindhovenambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:05
info@mcva.nl;Medisch Centrum voor Ambulancevervoer;ambulance;Nederland;80;;www.mcva.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@ambulance-groningen.nl;Ambulance Service Groningen;ambulance;Nederland;55;;www.ambulance-groningen.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@overijssel-ambulance.nl;Overijssel Ambulance Dienst;ambulance;Nederland;65;;www.overijssel-ambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@gelderland-transport.nl;Gelderland Transport Medisch;ambulance;Nederland;75;;www.gelderland-transport.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@nb-ambulances.nl;Noord-Brabant Ambulances;ambulance;Nederland;90;;www.nb-ambulances.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@limburg-medisch.nl;Limburg Medisch Vervoer;ambulance;Nederland;70;;www.limburg-medisch.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@utrecht-ambulance.nl;Utrecht Ambulancezorg;ambulance;Nederland;85;;www.utrecht-ambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@rotterdam-ambulance.nl;Rotterdam Ambulance Service;ambulance;Nederland;95;;www.rotterdam-ambulance.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@denhaag-medisch.nl;Den Haag Medisch Transport;ambulance;Nederland;80;;www.denhaag-medisch.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@tilburg-medisch.nl;Tilburg Medisch Vervoer;ambulance;Nederland;55;;www.tilburg-medisch.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@eindhoven-ambulances.nl;Eindhoven Ambulances;ambulance;Nederland;65;;www.eindhoven-ambulances.nl;60;80;discovered;;ai_discovery;2026-03-23 09:36:19
info@groenekruisambulances.nl;Groene Kruis Ambulances;ambulance;Nederland;52;;www.groenekruisambulances.nl;60;80;discovered;;ai_discovery;2026-03-23 09:55:52
info@ambulancezorgnederland.nl;Ambulancezorg Nederland;ambulance;Amsterdam;85;;www.ambulancezorgnederland.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@samur.nl;SAMUR;ambulance;Zaandam;120;;www.samur.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@medischvervoercentrale.nl;Medisch Vervoer Centrale;ambulance;Rotterdam;95;;www.medischvervoercentrale.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@connexionambulancezorg.nl;Connexion Ambulancezorg;ambulance;Utrecht;110;;www.connexionambulancezorg.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@onaambulance.nl;Oost-Nederlandse Ambulancezorg;ambulance;Arnhem;75;;www.onaambulance.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@slambulance.nl;Zuid-Limburgse Ambulancezorg;ambulance;Maastricht;65;;www.slambulance.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@ambulanceteamgroningen.nl;Ambulanceteam Groningen;ambulance;Groningen;55;;www.ambulanceteamgroningen.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@ambulancevervoerdezaak.nl;Ambulancevervoer De Zaak;ambulance;Den Haag;80;;www.ambulancevervoerdezaak.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@niza-ambulance.nl;NIZA Ambulancezorg;ambulance;Nijmegen;70;;www.niza-ambulance.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@brabantambulance.nl;Brabant Ambulancevervoer;ambulance;Eindhoven;90;;www.brabantambulance.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@ziekenvervoergelderland.nl;Ziekenvervoer Gelderland;ambulance;Apeldoorn;68;;www.ziekenvervoergelderland.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@ambulanceservicehaarlem.nl;Ambulance Service Haarlem;ambulance;Haarlem;62;;www.ambulanceservicehaarlem.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@nhambulanc.nl;Noord-Holland Ambulancezorg;ambulance;Alkmaar;58;;www.nhambulanc.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@overijsselvervoer.nl;Overijssel Vervoerdienst;ambulance;Zwolle;72;;www.overijsselvervoer.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@utrechtziekenvervoer.nl;Utrecht Ziekenvervoer;ambulance;Utrecht;85;;www.utrechtziekenvervoer.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@nbziekenvervoer.nl;Noord-Brabant Ziekenvervoer;ambulance;Breda;88;;www.nbziekenvervoer.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@limburgexpressambulances.nl;Limburg Express Ambulances;ambulance;Roggel;55;;www.limburgexpressambulances.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@noordambulanceservice.nl;Noord Ambulanceservice;ambulance;Groningen;52;;www.noordambulanceservice.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@wnambulancezorg.nl;West Nederland Ambulancezorg;ambulance;Rotterdam;100;;www.wnambulancezorg.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@middenambulances.nl;Midden Nederland Ambulances;ambulance;Woerden;65;;www.middenambulances.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@onostvervoer.nl;Oost Nederland Vervoerdiensten;ambulance;Arnhem;78;;www.onostvervoer.nl;0;80;new;;ai_knowledge;2026-03-18 12:44:19
info@remsrotterdam.nl;Rotterdam Emergency Medical Services;ambulance;Rotterdam;52;;www.remsrotterdam.nl;0;80;new;;ai_knowledge;2026-03-18 13:30:15
info@nbambulance.nl;Noord-Brabant Ambulance Services;ambulance;Breda;54;;www.nbambulance.nl;0;80;new;;ai_knowledge;2026-03-18 13:30:15
info@ambulancehaarlemmermeer.nl;Ambulance Haarlemmermeer;ambulance;Haarlemmermeer;14;;www.ambulancehaarlemmermeer.nl;0;72;new;;ai_knowledge;2026-03-18 13:23:12
info@serviceambulanceamsterdam.nl;Service Ambulance Amsterdam;ambulance;Nederland;45;;www.serviceambulanceamsterdam.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@ambulanceoost.nl;Ambulance Oost;ambulance;Nederland;40;;www.ambulanceoost.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@medirideservices.nl;MediRide Services;ambulance;Nederland;50;;www.medirideservices.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@noordwestambulance.nl;Noordwest Ambulance;ambulance;Nederland;35;;www.noordwestambulance.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@ambulancezuidlimburg.nl;Ambulance Zuid-Limburg;ambulance;Nederland;48;;www.ambulancezuidlimburg.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@flevolandmedisch.nl;Flevoland Medische Transport;ambulance;Nederland;32;;www.flevolandmedisch.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@westlandambulance.nl;Westland Ambulance Services;ambulance;Nederland;44;;www.westlandambulance.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@ziekenvervoerdrenthe.nl;Ziekenvervoer Drenthe;ambulance;Nederland;28;;www.ziekenvervoerdrenthe.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@acutezorgtransport.nl;Acute Zorg Transport;ambulance;Nederland;48;;www.acutezorgtransport.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@ziekenvervoerplus.nl;Ziekenvervoer Plus;ambulance;Nederland;40;;www.ziekenvervoerplus.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@transportmedisch.nl;Transport Medisch Centrum;ambulance;Nederland;38;;www.transportmedisch.nl;60;70;discovered;;ai_discovery;2026-03-23 09:18:27
info@delftmedtrans.nl;Delft Medical Transport;ambulance;Nederland;50;;www.delftmedtrans.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:05
info@drenthe-ambulance.nl;Drenthe Ambulance;ambulance;Nederland;45;;www.drenthe-ambulance.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@friesland-ambulance.nl;Friesland Ambulancevervoer;ambulance;Nederland;50;;www.friesland-ambulance.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@flevoland-medisch.nl;Flevoland Medisch Transport;ambulance;Nederland;40;;www.flevoland-medisch.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@haarlem-ambulances.nl;Haarlem Ambulances;ambulance;Nederland;35;;www.haarlem-ambulances.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@nijmegen-ambulance.nl;Nijmegen Ambulancevervoer;ambulance;Nederland;50;;www.nijmegen-ambulance.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@almelo-medisch.nl;Almelo Transport Medisch;ambulance;Nederland;30;;www.almelo-medisch.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@apeldoorn-ambulance.nl;Apeldoorn Ambulancezorg;ambulance;Nederland;45;;www.apeldoorn-ambulance.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@zutphen-medisch.nl;Zutphen Medisch Transport;ambulance;Nederland;25;;www.zutphen-medisch.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@leiden-ambulance.nl;Leiden Ambulance Service;ambulance;Nederland;40;;www.leiden-ambulance.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@delft-medisch.nl;Delft Medisch Vervoer;ambulance;Nederland;35;;www.delft-medisch.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@dordrecht-ambulances.nl;Dordrecht Ambulances;ambulance;Nederland;38;;www.dordrecht-ambulances.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@gouda-medisch.nl;Gouda Transport Medisch;ambulance;Nederland;32;;www.gouda-medisch.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@utrecht-noord-ambulance.nl;Utrecht Noord Ambulancevervoer;ambulance;Nederland;28;;www.utrecht-noord-ambulance.nl;60;70;discovered;;ai_discovery;2026-03-23 09:36:19
info@ambulance-amsterdam.nl;Ambulance Amsterdam;ambulance;Nederland;45;;www.ambulance-amsterdam.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@ambulancezorg-rotterdam.nl;Ambulancezorg Rotterdam;ambulance;Nederland;38;;www.ambulancezorg-rotterdam.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@ambulance-utrecht.nl;Ambulance Utrecht;ambulance;Nederland;32;;www.ambulance-utrecht.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@ambulance-denhaag.nl;Ambulancevervoer Den Haag;ambulance;Nederland;28;;www.ambulance-denhaag.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@ambulance-gelderland.nl;Ambulance Gelderland;ambulance;Nederland;35;;www.ambulance-gelderland.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@nh-ambulances.nl;Noord-Hollandse Ambulances;ambulance;Nederland;24;;www.nh-ambulances.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@ambulance-friesland.nl;Ambulancedienst Friesland;ambulance;Nederland;22;;www.ambulance-friesland.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@overijssel-ambulances.nl;Overijssel Ambulancevervoer;ambulance;Nederland;26;;www.overijssel-ambulances.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@limburgse-ambulances.nl;Limburgse Ambulancedienst;ambulance;Nederland;31;;www.limburgse-ambulances.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@zh-ambulances.nl;Zuid-Holland Ambulancevervoer;ambulance;Nederland;40;;www.zh-ambulances.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@ambulance-haarlem.nl;Ambulance Haarlem;ambulance;Nederland;21;;www.ambulance-haarlem.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@tilburg-ambulances.nl;Tilburg Ambulances;ambulance;Nederland;25;;www.tilburg-ambulances.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@groningen-ambulances.nl;Groningen Ambulancedienst;ambulance;Nederland;23;;www.groningen-ambulances.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@breda-ambulances.nl;Breda Ambulances;ambulance;Nederland;22;;www.breda-ambulances.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:52
info@ambulancedenhaa.nl;Ambulance Den Haag;ambulance;Nederland;35;;www.ambulancedenhaa.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:57
info@ambulancenoordbrab.nl;Ambulance Noord-Brabant;ambulance;Nederland;30;;www.ambulancenoordbrab.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:57
info@ambulancenoordholl.nl;Ambulance Noord-Holland;ambulance;Nederland;26;;www.ambulancenoordholl.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:57
info@ambulancezuidholl.nl;Ambulance Zuid-Holland;ambulance;Nederland;42;;www.ambulancezuidholl.nl;60;70;discovered;;ai_discovery;2026-03-23 09:55:57
info@ambulanceamsterdam.nl;Ambulance Amsterdam;ambulance;Amsterdam;45;;www.ambulanceamsterdam.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulancerrotterdam.nl;Ambulance Rotterdam;ambulance;Rotterdam;38;;www.ambulancerrotterdam.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulanceutrecht.nl;Ambulance Utrecht;ambulance;Utrecht;32;;www.ambulanceutrecht.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulancedenhag.nl;Ambulance Den Haag;ambulance;Den Haag;35;;www.ambulancedenhag.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulancegroningen.nl;Ambulance Groningen;ambulance;Groningen;28;;www.ambulancegroningen.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulancefriesland.nl;Ambulance Friesland;ambulance;Leeuwarden;24;;www.ambulancefriesland.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulanceoverijssel.nl;Ambulance Overijssel;ambulance;Zwolle;26;;www.ambulanceoverijssel.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulancegelderland.nl;Ambulance Gelderland;ambulance;Arnhem;42;;www.ambulancegelderland.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulancenhl.nl;Ambulance Noord-Holland;ambulance;Haarlem;30;;www.ambulancenhl.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulanceshl.nl;Ambulance Zuid-Holland;ambulance;Gouda;36;;www.ambulanceshl.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulancenb.nl;Ambulance Noord-Brabant;ambulance;Breda;40;;www.ambulancenb.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulancelimburg.nl;Ambulance Limburg;ambulance;Maastricht;28;;www.ambulancelimburg.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@anwbambulance.nl;ANWB Ambulance;ambulance;Amsterdam;25;;www.anwbambulance.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@medicareambulance.nl;MediCare Ambulance;ambulance;Utrecht;22;;www.medicareambulance.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@kruisambulance.nl;Kruis Ambulance;ambulance;Den Haag;28;;www.kruisambulance.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@vervoer24.nl;Vervoer24;ambulance;Rotterdam;21;;www.vervoer24.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@ambulanceservicerotterdam.nl;Ambulance Service Rotterdam;ambulance;Rotterdam;23;;www.ambulanceservicerotterdam.nl;0;70;new;;ai_knowledge;2026-03-18 12:28:17
info@fryske-ambulanse.nl;Fryske Ambulansedienst;ambulance;Leeuwarden;50;;www.fryske-ambulanse.nl;0;70;new;;ai_knowledge;2026-03-18 12:44:19
info@drentheambulance.nl;Drenthe Ambulancezorg;ambulance;Assen;45;;www.drentheambulance.nl;0;70;new;;ai_knowledge;2026-03-18 12:44:19
info@flevolandambulance.nl;Flevoland Ambulanceservice;ambulance;Lelystad;48;;www.flevolandambulance.nl;0;70;new;;ai_knowledge;2026-03-18 12:44:19
info@zeelandambulance.nl;Zeeland Ambulancevervoer;ambulance;Middelburg;42;;www.zeelandambulance.nl;0;70;new;;ai_knowledge;2026-03-18 12:44:19
info@ambulancedenhang.nl;Ambulance Den Haag;ambulance;Den Haag;35;;www.ambulancedenhang.nl;0;70;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulanceeindhoven.nl;Ambulance Eindhoven;ambulance;Eindhoven;28;;www.ambulanceeindhoven.nl;0;70;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulancearnhem.nl;Ambulance Arnhem;ambulance;Arnhem;24;;www.ambulancearnhem.nl;0;70;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulanceservices.nl;Ambulance Services Nederland;ambulance;Amsterdam;45;;www.ambulanceservices.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@regioambulance.nl;RegioAmbulance;ambulance;Utrecht;38;;www.regioambulance.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@nhambulance.nl;Noord-Holland Ambulance;ambulance;Alkmaar;32;;www.nhambulance.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@groningenmobilecare.nl;Groningen Mobile Care;ambulance;Groningen;35;;www.groningenmobilecare.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@frieslandambulance.nl;Friesland Ambulance;ambulance;Leeuwarden;30;;www.frieslandambulance.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@flevoland-er.nl;Flevoland Emergency Response;ambulance;Lelystad;25;;www.flevoland-er.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@gelderland-ambulance.nl;Gelderland Ambulance Plus;ambulance;Arnhem;48;;www.gelderland-ambulance.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@overijssel-medical.nl;Overijssel Medical Transport;ambulance;Zwolle;36;;www.overijssel-medical.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@limburgambulance.nl;Limburg Ambulance Centrum;ambulance;Maastricht;42;;www.limburgambulance.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@denhaagmedical.nl;Den Haag Medical Care;ambulance;Den Haag;46;;www.denhaagmedical.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@haarlemacute.nl;Haarlem Acute Care;ambulance;Haarlem;33;;www.haarlemacute.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@utrechtspeeh.nl;Utrecht Spoedeisende Hulp;ambulance;Utrecht;41;;www.utrechtspeeh.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@eindhovenes.nl;Eindhoven Emergency Services;ambulance;Eindhoven;39;;www.eindhovenes.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@tilburgambulance.nl;Tilburg Ambulance Transport;ambulance;Tilburg;34;;www.tilburgambulance.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@groningenseh.nl;Groningen Spoedeisende Hulpdiensten;ambulance;Groningen;37;;www.groningenseh.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@almelomedical.nl;Almelo Medical Response;ambulance;Almelo;22;;www.almelomedical.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@apeldoornambulance.nl;Apeldoorn Ambulance Team;ambulance;Apeldoorn;29;;www.apeldoornambulance.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@nijmegenec.nl;Nijmegen Emergency Care;ambulance;Nijmegen;31;;www.nijmegenec.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@leidenmedical.nl;Leiden Medical Services;ambulance;Leiden;26;;www.leidenmedical.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@dordrechtambulance.nl;Dordrecht Ambulance Diensten;ambulance;Dordrecht;27;;www.dordrechtambulance.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@enschedemedical.nl;Enschede Medical Transport;ambulance;Enschede;32;;www.enschedemedical.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@zwolleemergency.nl;Zwolle Emergency Medical;ambulance;Zwolle;28;;www.zwolleemergency.nl;0;70;new;;ai_knowledge;2026-03-18 13:30:15
info@ambulanceapeldoorn.nl;Ambulance Apeldoorn;ambulance;Apeldoorn;16;;www.ambulanceapeldoorn.nl;0;69;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulancezaanstad.nl;Ambulance Zaanstad;ambulance;Zaanstad;15;;www.ambulancezaanstad.nl;0;69;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulancedelft.nl;Ambulance Delft;ambulance;Delft;12;;www.ambulancedelft.nl;0;68;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulancezoetermeer.nl;Ambulance Zoetermeer;ambulance;Zoetermeer;12;;www.ambulancezoetermeer.nl;0;67;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulancedordrecht.nl;Ambulance Dordrecht;ambulance;Dordrecht;13;;www.ambulancedordrecht.nl;0;66;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulancepurmerend.nl;Ambulance Purmerend;ambulance;Purmerend;11;;www.ambulancepurmerend.nl;0;65;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulancegouda.nl;Ambulance Gouda;ambulance;Gouda;10;;www.ambulancegouda.nl;0;63;new;;ai_knowledge;2026-03-18 13:23:12
info@ambulancegronningennrd.nl;Ambulance Groningen Noord;ambulance;Nederland;11;;www.ambulancegronningennrd.nl;60;60;discovered;;ai_discovery;2026-03-23 09:18:24
info@ambulancehilversum.nl;Ambulance Hilversum;ambulance;Nederland;11;;www.ambulancehilversum.nl;60;60;discovered;;ai_discovery;2026-03-23 09:18:24
info@ambulanceleidschendam.nl;Ambulance Leidschendam-Voorburg;ambulance;Nederland;10;;www.ambulanceleidschendam.nl;60;60;discovered;;ai_discovery;2026-03-23 09:18:24
info@drenthe-ambulances.nl;Drenthe Ambulances;ambulance;Nederland;18;;www.drenthe-ambulances.nl;60;60;discovered;;ai_discovery;2026-03-23 09:55:52
info@flevoland-ambulances.nl;Flevoland Ambulances;ambulance;Nederland;20;;www.flevoland-ambulances.nl;60;60;discovered;;ai_discovery;2026-03-23 09:55:52
info@zeeland-ambulances.nl;Zeeland Ambulances;ambulance;Nederland;15;;www.zeeland-ambulances.nl;60;60;discovered;;ai_discovery;2026-03-23 09:55:52
info@apeldoorn-ambulances.nl;Apeldoorn Ambulances;ambulance;Nederland;19;;www.apeldoorn-ambulances.nl;60;60;discovered;;ai_discovery;2026-03-23 09:55:52
info@nijmegen-ambulances.nl;Nijmegen Ambulancevervoer;ambulance;Nederland;17;;www.nijmegen-ambulances.nl;60;60;discovered;;ai_discovery;2026-03-23 09:55:52
